## Numpy 2500 Cholesky
| Размер матрицы | Реализация | Среднее (с) | Кол-во измерений |
| ----: | :---- | ----: | ----: | 
| 2500 | Numpy | 0.072771| 10 |
| 2500 | Numpy | 0.074723| 10 |
| 2500 | Numpy | 0.078291| 10 |
| 2500 | Numpy | 0.302264| 10 |
| 2500 | Numpy | 0.080348| 10 |
| 2500 | Numpy | 0.072512| 10 |
| 2500 | Numpy | 0.071276| 10 |
| 2500 | Numpy | 0.072778| 10 |
| 2500 | Numpy | 0.282600| 10 |
| 2500 | Numpy | 0.087876| 10 |

